,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Use_Promotion,Discount_Rate,Room_Rate
669,1,42,0,0,2,0,0,736230,736232,736082,3,1,1,2,0,0,0,2,1,1,5,234
670,0,46,3,0,0,2,0,736230,736232,736145,5,2,0,1,0,0,2,1,0,1,30,178
671,0,21,0,1,2,3,1,736230,736231,736097,4,1,2,0,0,0,1,2,1,1,40,164
672,0,23,1,1,1,3,0,736230,736232,736214,1,3,0,1,0,0,0,2,0,1,40,171
673,1,52,1,0,0,3,2,736230,736231,736210,2,1,0,0,1,1,1,0,1,1,10,183
674,1,54,1,2,1,2,1,736230,736231,736110,2,1,1,0,0,0,0,2,1,0,0,205
675,0,37,1,0,1,0,1,736230,736231,736103,1,2,1,1,0,0,0,0,0,0,0,165
676,0,53,2,0,0,3,2,736230,736231,736116,1,3,0,0,0,0,0,2,0,1,20,155
677,0,60,0,0,1,1,1,736230,736231,736036,1,2,1,1,0,0,1,2,1,1,10,206
678,0,20,0,0,2,1,1,736230,736232,736116,2,3,0,1,0,0,2,2,1,1,20,104
679,0,43,3,1,0,3,0,736230,736233,736070,2,2,0,0,0,0,0,1,1,0,0,130
680,1,22,1,0,2,2,0,736230,736231,736126,4,2,2,2,1,1,0,1,1,0,0,201
681,0,44,1,3,1,2,0,736230,736232,736053,2,2,0,2,0,0,2,1,1,1,5,149
682,0,30,2,2,0,1,0,736230,736232,736016,5,3,2,0,1,1,2,0,0,0,0,107
683,1,52,0,0,0,2,1,736230,736233,736213,2,2,0,0,1,0,0,2,1,1,5,127
684,0,29,1,1,1,2,1,736231,736235,736120,1,1,0,1,0,0,0,1,0,1,10,140
685,1,64,1,0,0,3,2,736231,736232,736125,4,2,0,2,0,0,0,2,0,1,40,162
686,0,18,3,1,2,3,0,736231,736232,736153,2,2,1,0,0,0,0,0,1,1,10,123
687,1,36,1,1,3,2,1,736522,736523,736475,2,2,0,1,0,0,0,2,0,1,15,105
688,1,48,2,0,0,0,1,736231,736232,736193,2,2,2,1,0,0,1,2,1,1,25,225
689,0,39,3,1,0,2,2,736231,736234,736175,1,1,0,0,0,0,0,2,1,1,10,114
690,1,35,2,3,1,0,1,736231,736235,736198,2,2,1,2,0,0,1,2,1,1,20,123
691,0,36,0,1,1,3,0,736232,736235,736167,2,1,0,0,1,1,0,2,0,1,5,149
692,0,40,0,2,2,1,2,736231,736233,736023,1,3,0,0,1,0,0,2,0,0,0,147
693,0,43,2,1,0,1,0,736231,736233,736155,5,1,0,0,1,0,2,1,1,1,15,109
694,0,19,0,0,1,0,0,736231,736232,736109,1,2,0,1,0,0,0,2,0,0,0,127
695,0,58,0,0,2,0,2,736231,736233,736112,1,1,0,2,0,0,0,2,1,1,10,202
696,1,70,3,1,0,2,1,736231,736233,736164,5,1,1,1,0,0,2,1,1,1,25,151
697,1,53,2,3,0,0,2,736231,736234,736037,1,2,1,1,1,0,0,2,0,1,5,144
698,1,41,2,3,1,2,0,736231,736232,736170,4,2,1,1,0,0,2,0,1,1,15,179
699,0,43,0,1,2,2,1,736231,736234,736068,1,2,0,0,0,0,2,2,1,0,0,161
700,0,40,3,0,0,3,1,736231,736232,736122,1,3,0,2,0,0,0,1,0,1,5,188
701,1,44,0,0,0,1,1,736231,736232,736021,4,1,0,0,1,1,0,1,0,1,10,192
702,1,70,2,1,3,1,2,736233,736234,736024,3,2,0,2,0,0,0,2,1,1,10,215
703,0,67,0,3,0,3,0,736232,736233,736038,5,1,0,1,0,0,0,2,1,1,40,169
704,1,36,2,2,3,3,1,736232,736235,736210,1,1,2,1,0,0,0,2,1,1,25,110
705,0,52,1,0,1,0,2,736232,736234,736012,5,3,0,0,0,0,0,1,0,1,25,160
706,1,68,3,0,3,0,1,736232,736233,736215,3,1,0,2,0,0,0,1,1,0,0,109
707,0,50,1,3,0,2,1,736232,736233,736138,2,1,0,2,0,0,0,2,0,1,5,147
708,1,53,0,2,1,2,1,736232,736234,736020,1,1,1,1,1,0,1,2,1,1,15,198
709,0,62,0,1,0,1,0,736232,736234,736174,2,1,2,2,1,1,0,1,1,0,0,179
710,0,54,3,0,1,2,0,736232,736233,736047,1,2,1,0,0,0,0,2,1,1,40,135
711,1,59,2,2,2,2,1,736232,736235,736097,1,1,0,0,0,0,2,2,1,1,30,193
712,1,41,0,0,2,0,1,736232,736233,736194,1,2,0,0,0,0,2,2,1,1,30,168
713,0,22,2,0,0,2,0,736232,736234,736018,1,3,0,0,1,0,2,0,0,1,5,186
714,1,18,1,0,0,0,0,736232,736233,736125,2,1,1,2,0,0,0,2,0,1,5,204
715,0,65,3,0,0,3,1,736232,736233,736049,1,1,1,0,0,0,2,1,1,1,10,242
716,0,43,3,0,2,2,0,736232,736233,736053,2,1,0,0,0,0,2,1,1,0,0,156
717,0,36,2,2,1,2,1,736232,736233,736072,2,3,1,0,0,0,2,2,1,0,0,210
718,1,20,3,2,0,2,2,736232,736233,736184,2,1,0,2,1,0,0,2,0,1,15,240
719,1,52,2,0,0,0,0,736232,736234,736075,2,1,0,0,0,0,0,2,0,1,20,133
720,1,55,0,1,1,2,2,736232,736235,736073,2,1,0,0,0,0,0,2,0,0,0,119
721,0,34,1,2,0,2,1,736232,736235,736057,3,1,0,1,1,0,0,2,1,1,10,147
722,1,70,2,0,2,0,2,736232,736236,736130,5,2,0,2,1,1,2,1,1,1,5,106
723,1,62,0,0,1,3,1,736232,736233,736185,2,3,1,2,0,0,0,0,1,1,5,109
724,0,22,0,0,3,3,1,736232,736233,736168,1,3,0,0,0,0,0,1,1,1,20,140
725,1,57,2,3,1,0,1,736233,736237,736079,2,1,1,0,1,0,0,2,1,1,10,140
726,0,66,3,1,2,3,0,736233,736235,736154,1,1,2,0,1,1,1,2,1,0,0,182
727,0,65,3,0,2,3,1,736233,736236,736124,2,1,1,2,1,0,0,2,1,0,0,187
728,1,48,2,2,1,0,1,736233,736234,736017,2,2,0,0,1,1,2,2,0,1,5,245
729,0,43,0,0,1,2,0,736233,736234,736135,1,1,1,1,0,0,2,0,0,1,5,236
730,1,29,1,0,0,1,2,736233,736235,736159,2,2,0,0,1,0,0,2,1,1,10,242
731,1,60,1,0,0,3,1,736233,736235,736068,1,1,1,1,1,0,0,2,0,1,5,104
732,0,37,1,0,2,2,1,736233,736234,736215,2,1,0,2,1,1,0,0,1,0,0,218
733,1,28,2,1,1,2,1,736233,736234,736023,4,1,0,0,1,0,0,1,0,1,20,218
734,0,55,1,0,0,2,1,736233,736235,736041,2,2,1,0,0,0,0,1,1,1,30,106
735,0,46,0,0,3,2,0,736233,736234,736183,1,3,0,2,0,0,0,2,1,1,15,174
736,1,19,0,1,0,0,2,736233,736235,736221,2,2,1,1,0,0,0,2,1,0,0,210
737,0,43,0,3,0,0,0,736233,736234,736120,3,1,0,1,1,0,0,1,1,0,0,208
738,1,18,2,0,2,3,0,736233,736235,736060,2,1,0,2,0,0,2,2,1,0,0,218
739,1,64,2,1,2,1,0,736233,736234,736189,2,1,0,1,0,0,2,2,1,1,5,236
740,1,43,2,1,2,0,1,736233,736236,736129,1,2,1,0,0,0,0,2,1,1,30,101
741,0,25,3,0,2,1,1,736233,736237,736104,1,1,0,1,0,0,0,2,0,0,0,105
742,0,48,3,0,1,3,0,736233,736235,736112,1,3,0,1,0,0,0,1,1,0,0,166
743,1,22,1,2,2,3,0,736233,736236,736133,4,1,0,0,1,0,0,0,1,1,20,157
744,0,60,0,0,3,1,2,736233,736234,736073,1,1,0,0,0,0,0,1,1,0,0,181
745,1,63,0,1,0,2,2,736233,736234,736177,1,3,0,2,0,0,0,2,0,1,20,130
746,1,30,3,3,1,0,1,736233,736234,736034,1,2,1,1,0,0,0,1,1,0,0,161
747,0,28,3,2,2,1,0,736234,736236,736100,3,1,2,0,0,0,0,2,1,1,10,193
748,1,42,1,2,1,0,1,736233,736234,736089,2,2,0,0,0,0,2,0,0,0,0,123
749,0,34,1,2,0,1,2,736233,736235,736032,1,2,0,1,0,0,0,2,1,1,20,152
750,0,60,3,1,0,2,0,736233,736237,736126,1,3,2,1,0,0,0,1,1,1,30,195
751,0,55,1,2,2,0,2,736233,736235,736223,3,1,0,2,0,0,2,2,1,1,25,123
752,1,36,0,0,3,0,0,736233,736234,736164,5,1,0,2,0,0,0,1,1,1,10,243
753,0,49,1,1,2,2,0,736233,736235,736068,2,2,0,1,1,1,2,2,1,1,5,191
754,1,34,1,2,2,0,0,736233,736235,736136,2,1,0,2,0,0,2,2,1,1,15,222
755,0,67,3,3,0,1,1,736233,736236,736084,2,1,0,1,0,0,2,0,0,1,25,240
756,0,26,2,0,1,2,1,736233,736236,736034,1,1,0,1,0,0,1,2,1,1,30,177
757,1,54,2,0,1,3,2,736233,736234,736179,1,2,1,0,0,0,0,2,0,1,20,162
758,0,54,1,0,1,0,2,736233,736237,736097,2,3,0,0,0,0,0,1,1,1,5,246
759,1,18,0,0,1,2,2,736233,736235,736037,4,2,0,2,1,0,2,2,1,1,10,172
760,1,67,3,0,1,3,2,736234,736236,736168,2,3,0,1,0,0,2,2,1,1,5,182
761,1,41,2,3,3,1,0,736234,736235,736214,3,1,0,1,1,1,0,2,1,1,40,195
762,0,55,0,0,3,0,2,736234,736237,736233,1,2,0,2,1,0,2,1,1,1,5,122
763,1,67,2,2,1,0,1,736234,736235,736188,1,2,1,0,0,0,1,2,1,0,0,215
764,1,33,1,0,2,2,0,736234,736235,736036,4,1,0,0,0,0,0,1,1,1,5,205
765,1,31,2,2,1,2,0,736234,736235,736125,2,2,0,0,0,0,0,0,1,1,15,247
766,0,27,0,2,3,3,1,736234,736235,736050,2,1,1,2,1,0,0,2,1,1,10,112
767,0,62,1,0,3,1,1,736234,736237,736205,2,1,2,2,0,0,2,0,1,1,5,174
768,1,26,2,0,1,2,2,736234,736238,736095,2,1,0,0,0,0,2,1,0,1,25,171
769,1,33,3,3,0,1,0,736234,736235,736059,2,1,0,0,0,0,0,1,1,1,5,173
770,0,50,1,1,2,2,2,736234,736235,736155,2,2,1,2,0,0,0,1,1,1,20,120
771,1,62,0,1,0,2,1,736234,736235,736126,1,2,0,2,1,1,2,2,0,1,5,202
772,1,51,2,2,0,1,2,736234,736235,736228,2,1,0,1,1,0,2,0,0,1,10,183
773,1,27,2,3,1,0,0,736234,736235,736183,1,2,1,0,0,0,0,1,1,0,0,158
774,0,44,2,2,0,3,1,736234,736235,736195,3,2,1,2,0,0,2,2,1,0,0,200
775,0,26,3,1,0,3,0,736234,736237,736130,2,2,1,1,1,1,1,2,1,1,20,102
776,1,28,1,0,1,1,1,736234,736237,736043,1,3,0,0,1,1,0,1,1,0,0,208
777,1,70,2,1,1,2,0,736234,736238,736225,1,2,0,0,0,0,2,2,0,1,20,111
778,0,51,3,0,1,3,1,736234,736237,736200,1,3,0,2,1,0,0,1,1,0,0,119
779,1,63,1,2,3,0,1,736234,736235,736053,1,2,0,2,1,0,2,1,1,1,20,212
780,1,49,3,0,0,2,1,736234,736237,736235,1,3,0,1,0,0,0,1,1,0,0,165
781,1,66,3,0,1,3,1,736234,736236,736232,2,2,0,2,0,0,0,0,0,1,25,183
782,0,26,3,1,1,2,2,736234,736235,736054,3,2,0,2,1,1,0,2,1,1,30,140
783,1,43,2,3,0,2,1,736234,736235,736039,3,3,0,2,0,0,2,0,1,1,15,209
784,1,33,1,0,3,3,2,736234,736237,736157,2,2,0,0,0,0,0,2,1,0,0,173
785,1,52,3,1,2,2,1,736234,736235,736111,2,3,0,2,1,1,0,2,1,0,0,161
786,1,53,0,0,0,3,0,736234,736235,736063,3,1,0,1,1,0,0,1,1,1,15,132
787,1,24,3,0,1,2,1,736234,736235,736068,1,2,1,2,0,0,0,1,1,1,10,183
788,0,54,0,2,2,0,2,736234,736235,736227,1,1,2,1,0,0,0,1,1,0,0,162
789,1,25,2,0,1,0,2,736235,736239,736222,5,2,1,2,0,0,0,2,0,1,5,164
790,1,61,1,3,2,3,0,736235,736236,736140,3,3,0,2,1,0,0,0,1,1,5,106
791,1,53,3,1,3,3,1,736235,736236,736035,2,2,1,2,1,1,0,2,0,1,20,180
792,0,40,0,1,2,0,0,736235,736237,736038,1,3,1,2,0,0,0,1,1,1,10,169
793,1,39,2,0,1,1,2,736235,736236,736135,1,2,1,2,1,0,0,2,1,1,25,201
794,0,55,3,0,2,2,0,736235,736237,736193,5,2,1,1,1,0,0,1,0,1,10,171
795,1,43,3,2,0,1,2,736235,736237,736153,2,1,0,2,1,0,0,2,0,0,0,221
796,0,58,2,1,1,0,2,736235,736237,736088,3,1,0,1,0,0,2,1,1,0,0,234
797,1,19,1,2,2,2,1,736235,736237,736200,3,2,1,1,1,0,0,2,1,1,10,127
798,1,37,1,3,0,2,1,736235,736237,736151,1,3,1,1,1,1,0,1,1,1,25,207
799,1,30,0,3,2,2,1,736235,736238,736095,1,1,0,2,0,0,0,2,1,0,0,238
800,0,62,1,0,3,2,0,736236,736237,736222,2,3,0,1,0,0,0,2,0,1,30,226
801,1,40,2,2,1,1,1,736236,736238,736216,3,2,0,1,0,0,2,2,1,1,5,115
802,1,31,0,0,1,0,1,736236,736239,736167,4,2,0,1,0,0,0,0,1,1,30,131
803,1,56,2,3,1,2,1,736236,736237,736184,2,1,0,2,0,0,0,2,1,0,0,113
804,1,46,0,2,2,1,1,736236,736237,736135,3,2,0,0,0,0,2,2,1,1,5,201
805,0,25,0,1,2,1,0,736454,736455,736338,3,2,0,1,0,0,0,1,1,1,10,243
806,1,22,3,0,2,1,0,736236,736238,736146,3,2,0,2,1,0,0,1,0,0,0,219
807,1,21,1,0,1,0,1,736236,736237,736018,2,1,1,2,0,0,0,2,0,0,0,105
808,0,28,2,3,1,1,2,736236,736237,736183,2,1,0,1,1,1,2,2,0,0,0,190
809,1,31,2,0,2,2,1,736236,736238,736210,2,2,0,1,0,0,0,0,1,1,20,150
810,0,48,1,2,1,3,0,736236,736237,736091,2,3,2,2,0,0,0,0,1,1,5,118
811,0,28,1,2,0,2,1,736493,736495,736286,3,2,0,2,1,0,0,1,1,0,0,132
812,0,26,3,2,3,2,0,736236,736239,736039,2,1,0,2,1,0,0,2,0,1,5,176
813,1,41,0,2,0,2,2,736236,736238,736126,2,2,0,2,0,0,0,2,1,1,5,163
814,1,69,0,0,1,2,0,736236,736237,736125,4,2,1,1,0,0,0,2,0,1,5,166
815,1,30,1,3,3,3,2,736236,736240,736115,1,1,0,2,0,0,2,1,1,0,0,130
816,1,60,3,3,3,1,1,736236,736237,736148,5,2,0,1,0,0,0,2,1,1,10,196
817,1,64,3,3,2,2,1,736236,736240,736171,3,1,0,2,1,0,0,2,1,1,5,108
818,0,51,0,3,0,2,1,736236,736237,736107,1,2,1,0,1,1,0,2,1,1,15,159
819,1,59,2,0,0,3,2,736236,736237,736135,3,1,0,0,0,0,0,2,1,0,0,124
820,0,64,3,0,0,3,2,736236,736239,736213,4,1,0,1,1,0,0,2,0,1,10,238
821,0,26,3,2,3,3,1,736236,736237,736068,2,2,1,0,1,1,2,0,1,1,5,203
822,1,53,1,0,0,1,1,736236,736237,736068,2,1,0,0,1,0,0,2,1,1,40,148
823,0,40,3,0,0,0,1,736236,736238,736157,4,1,0,0,0,0,0,2,1,0,0,242
824,0,45,2,0,2,0,0,736236,736239,736127,2,1,0,0,0,0,0,1,1,1,10,228
825,0,64,0,3,0,1,2,736236,736237,736195,5,2,1,1,0,0,0,1,1,1,25,248
826,0,22,0,0,1,2,0,736236,736239,736196,4,1,0,1,0,0,0,2,1,0,0,236
827,0,65,1,2,1,3,2,736236,736237,736201,2,1,0,2,0,0,2,2,0,0,0,120
828,1,21,3,0,2,2,1,736236,736238,736076,3,2,0,1,0,0,0,0,0,0,0,214
829,0,68,0,3,0,1,2,736236,736237,736111,2,2,2,0,1,0,2,2,1,1,25,188
830,1,44,0,0,2,0,0,736236,736238,736129,2,1,1,1,0,0,2,2,1,1,25,171
831,1,70,0,1,0,2,0,736236,736237,736206,1,2,0,0,0,0,0,2,0,1,10,170
832,1,66,0,3,2,0,2,736237,736241,736092,2,3,1,1,1,0,2,2,1,1,10,205
833,1,31,0,0,1,1,2,736237,736238,736189,1,1,0,2,0,0,0,1,1,0,0,132
834,0,44,0,0,1,0,2,736237,736238,736160,2,1,0,2,0,0,0,2,1,0,0,233
835,0,47,3,0,2,3,1,736237,736238,736115,2,2,0,2,0,0,0,1,1,1,5,200
836,0,36,2,3,1,2,0,736237,736238,736102,2,1,0,1,0,0,0,0,1,1,15,139
837,0,26,1,0,1,2,1,736237,736238,736033,1,1,1,1,0,0,0,2,1,1,20,219
838,1,56,1,0,1,2,1,736237,736238,736197,4,3,2,0,0,0,0,2,1,1,5,247
839,1,25,3,3,3,2,1,736237,736238,736127,2,1,0,1,0,0,0,2,0,1,15,176
840,1,67,1,1,1,1,1,736237,736238,736153,3,1,0,0,0,0,2,2,1,1,10,101
841,1,42,0,0,2,0,2,736237,736239,736159,2,3,1,0,0,0,0,2,1,1,30,133
842,1,27,2,0,2,2,1,736237,736238,736158,1,2,0,1,0,0,0,1,0,1,10,151
843,1,34,1,1,0,2,1,736237,736238,736218,2,2,0,0,1,0,0,2,1,1,20,137
844,0,37,3,0,0,0,0,736237,736238,736038,2,2,0,1,1,0,0,2,0,1,5,233
845,0,43,3,0,0,2,0,736237,736238,736097,1,1,0,1,0,0,0,1,1,1,15,113
846,0,52,3,0,1,1,1,736237,736238,736083,2,2,1,1,0,0,1,1,1,0,0,249
847,0,65,2,0,1,1,1,736237,736241,736193,3,1,0,0,1,0,2,1,1,0,0,114
848,0,62,1,2,0,3,0,736237,736238,736146,2,2,0,0,1,1,0,2,0,1,20,237
849,0,64,2,0,1,2,1,736237,736240,736232,5,3,0,2,0,0,0,1,1,0,0,220
850,1,60,2,0,0,0,0,736237,736241,736187,2,2,0,2,1,0,0,0,0,1,25,219
851,1,68,3,2,2,1,1,736237,736239,736216,1,2,0,0,1,0,0,2,1,1,25,123
852,0,44,2,0,0,0,0,736237,736239,736074,1,1,0,1,1,1,0,2,1,1,10,250
853,1,20,0,2,1,0,1,736237,736240,736153,2,1,0,0,0,0,2,2,0,0,0,140
854,1,32,0,1,1,3,1,736237,736238,736081,3,2,2,0,0,0,0,0,1,1,5,166
855,0,37,0,0,2,3,1,736237,736238,736075,2,1,1,2,0,0,0,1,1,0,0,113
856,0,41,1,1,0,2,1,736237,736239,736126,1,2,0,2,0,0,1,2,1,1,5,110
857,1,65,1,0,2,3,2,736238,736242,736034,2,3,0,1,0,0,0,1,0,1,10,195
858,0,24,0,0,0,1,1,736238,736242,736134,2,2,1,1,0,0,0,2,0,1,10,100
859,0,28,3,2,2,0,2,736489,736490,736304,2,2,0,1,0,0,0,2,1,1,25,195
860,1,68,3,0,0,2,2,736238,736239,736235,5,2,1,1,0,0,2,1,0,1,5,206
861,1,32,0,1,2,2,1,736238,736240,736088,3,2,0,1,0,0,1,1,1,1,15,185
862,0,21,3,1,2,3,1,736238,736239,736182,2,1,0,2,0,0,0,2,1,1,20,105
863,0,67,0,0,1,2,1,736238,736239,736089,2,2,2,2,0,0,1,0,1,1,30,185
864,1,42,1,1,0,2,0,736238,736239,736224,2,1,0,0,0,0,2,2,1,1,5,196
865,1,40,3,0,3,2,1,736238,736239,736069,4,1,0,1,1,0,2,1,0,0,0,135
866,0,59,1,2,1,3,2,736238,736242,736170,1,1,0,1,0,0,0,1,0,1,10,223
867,0,28,0,2,0,1,1,736238,736239,736027,2,2,0,2,0,0,0,2,0,1,5,125
868,0,35,2,1,2,2,0,736238,736240,736180,3,1,0,2,0,0,0,2,1,1,25,209
869,1,20,3,2,2,0,0,736242,736245,736234,1,2,0,2,0,0,0,2,1,0,0,247
870,1,56,3,0,2,0,2,736238,736239,736022,2,2,0,2,0,0,1,1,1,1,20,211
871,0,47,3,3,3,2,2,736238,736240,736021,4,1,0,2,0,0,0,2,0,1,40,190
872,1,43,2,2,1,0,1,736238,736239,736117,3,1,1,2,1,0,2,1,0,1,40,178
873,1,44,0,0,0,3,2,736392,736394,736181,3,1,1,0,1,1,0,2,1,0,0,154
874,1,62,3,3,1,0,0,736238,736239,736079,1,1,0,0,1,0,0,2,1,1,10,184
875,0,60,3,3,0,2,2,736238,736239,736164,2,2,1,1,1,0,0,1,1,1,10,181
876,1,68,2,0,2,3,2,736239,736242,736037,2,3,0,1,0,0,0,1,1,1,20,157
877,1,42,0,1,3,3,0,736239,736241,736107,1,2,0,2,0,0,0,1,1,0,0,193
878,0,61,1,1,0,3,1,736239,736241,736097,3,1,0,1,0,0,0,0,0,0,0,103
879,1,63,1,0,0,2,0,736239,736241,736163,2,3,1,2,0,0,0,2,1,1,5,201
880,0,24,2,2,0,2,0,736239,736240,736157,2,1,0,0,0,0,1,2,0,1,20,100
881,0,58,1,0,0,1,2,736239,736240,736128,2,1,2,0,0,0,0,0,1,1,20,153
882,1,43,3,0,3,2,0,736239,736242,736219,2,2,0,2,1,0,0,2,1,1,30,123
883,1,65,1,3,0,0,2,736239,736240,736065,3,1,0,1,0,0,0,2,1,1,10,179
884,0,57,0,0,2,2,1,736239,736240,736102,1,1,0,0,1,1,0,2,1,0,0,140
885,1,27,0,2,0,3,2,736239,736240,736174,1,2,0,2,0,0,2,1,1,1,10,234
886,1,29,3,1,2,3,1,736239,736243,736163,2,2,1,0,0,0,2,2,0,1,20,242
887,1,30,2,0,2,2,1,736239,736241,736194,2,2,0,2,0,0,0,2,1,0,0,242
888,1,41,0,3,1,1,0,736239,736241,736177,1,2,0,1,1,1,0,0,0,1,20,106
889,0,38,3,1,0,1,2,736239,736240,736021,2,3,2,1,0,0,0,1,1,1,30,231
890,0,67,3,0,0,0,2,736239,736240,736220,2,1,0,2,0,0,0,1,1,1,25,168
891,1,41,3,0,1,2,0,736239,736240,736199,2,1,1,0,0,0,0,2,1,1,15,185
892,0,46,2,3,1,2,0,736239,736241,736176,2,1,0,2,0,0,0,2,1,1,25,125
893,0,30,3,0,2,2,2,736239,736243,736069,1,3,0,2,0,0,0,1,0,1,25,246
894,1,67,2,0,2,2,1,736239,736240,736191,3,2,1,0,1,1,0,2,0,0,0,136
895,1,29,2,3,0,0,0,736239,736240,736074,4,2,0,0,0,0,1,2,1,0,0,141
896,0,25,3,3,3,2,0,736239,736241,736085,2,1,0,2,1,0,0,2,0,1,5,185
897,1,66,2,2,1,1,0,736450,736451,736288,1,1,1,2,1,1,0,2,0,1,20,249
898,0,67,3,2,3,2,1,736239,736242,736216,5,2,0,0,0,0,1,2,1,1,15,157
899,0,18,2,1,2,1,2,736239,736243,736029,3,2,0,1,0,0,2,2,0,1,20,151
900,1,46,1,0,0,1,1,736239,736240,736106,2,3,0,2,0,0,1,2,1,1,30,103
901,0,65,1,0,1,0,2,736239,736241,736071,3,2,0,2,0,0,2,2,1,1,15,250
902,0,50,2,0,0,2,2,736239,736240,736097,1,3,1,0,0,0,0,2,0,0,0,235
903,0,31,3,0,1,1,2,736239,736240,736069,1,2,0,0,1,0,0,1,1,1,20,104
904,1,42,2,2,1,3,0,736239,736240,736213,3,2,0,0,0,0,0,2,1,1,10,108
905,1,60,1,1,2,1,0,736408,736409,736284,2,2,0,1,0,0,2,2,1,0,0,208
906,0,43,2,0,0,2,1,736239,736241,736075,4,2,1,2,0,0,0,2,1,0,0,209
907,0,50,0,2,1,1,1,736239,736241,736171,2,2,0,0,0,0,0,1,1,1,10,141
908,0,44,2,0,1,1,2,736239,736242,736047,3,1,1,2,1,0,0,2,1,1,20,184
909,0,39,0,0,0,1,0,736240,736243,736053,1,1,0,2,0,0,2,0,0,0,0,198
910,1,51,0,1,1,2,1,736239,736241,736103,2,2,1,1,1,0,2,1,1,1,10,120
911,1,49,2,1,2,0,1,736240,736241,736219,1,2,0,2,0,0,2,2,0,1,25,146
912,1,49,2,1,2,0,1,736243,736247,736047,2,1,0,1,1,1,2,1,1,0,0,241
913,0,28,1,2,0,0,2,736240,736241,736131,2,1,0,2,1,1,1,2,1,0,0,169
914,0,28,2,0,3,1,1,736240,736241,736046,1,1,0,2,0,0,2,2,1,0,0,151
915,1,30,2,2,2,1,0,736240,736244,736058,2,2,0,0,0,0,0,2,1,0,0,205
916,0,60,0,1,0,0,2,736240,736241,736168,3,1,1,2,0,0,2,2,1,1,40,182
917,0,30,1,0,0,2,2,736240,736242,736239,1,1,0,2,0,0,0,2,1,1,40,224
918,0,33,1,0,1,2,2,736240,736241,736220,5,2,1,0,0,0,2,1,1,1,5,139
919,0,66,0,2,1,2,0,736240,736241,736111,2,1,0,2,0,0,2,1,0,1,20,155
920,1,50,3,1,2,3,0,736240,736244,736218,1,1,1,0,1,1,2,2,0,0,0,245
921,0,36,0,0,0,3,2,736240,736241,736180,4,2,0,2,0,0,0,2,1,1,5,209
922,0,31,3,0,0,2,0,736240,736241,736035,3,2,0,2,0,0,0,2,1,0,0,222
923,1,54,2,0,2,2,2,736240,736241,736100,1,2,0,2,0,0,0,1,1,1,10,182
924,0,61,0,3,0,1,2,736240,736242,736068,3,2,0,1,0,0,0,1,1,0,0,168
925,0,58,1,0,2,0,1,736240,736241,736112,2,3,0,0,0,0,2,2,0,1,30,106
926,1,30,3,1,1,3,0,736240,736241,736127,2,2,1,1,0,0,1,0,1,1,25,176
927,1,32,3,0,2,0,0,736240,736242,736066,5,1,0,0,0,0,2,2,1,1,20,121
928,0,62,3,2,0,2,0,736240,736242,736122,4,1,1,1,0,0,1,2,1,1,40,112
929,0,55,1,2,2,2,2,736240,736242,736168,3,1,0,1,1,0,0,2,1,1,30,131
930,0,25,1,2,1,2,0,736240,736242,736019,4,2,0,0,1,0,0,2,0,1,40,136
931,1,41,1,2,2,1,0,736240,736241,736093,2,2,0,1,0,0,0,2,0,1,5,103
932,0,43,2,3,3,3,0,736240,736241,736070,2,2,0,2,1,1,0,1,0,1,25,249
933,0,38,1,1,0,2,1,736240,736241,736199,2,2,0,0,0,0,0,1,1,0,0,186
934,0,55,3,3,1,1,1,736240,736243,736194,2,2,1,0,1,1,0,2,1,1,20,171
935,0,69,3,3,2,2,1,736240,736244,736175,3,2,0,2,0,0,0,1,1,1,10,194
936,0,48,2,3,0,0,2,736240,736241,736042,2,2,0,2,0,0,0,0,1,1,10,186
937,0,42,2,2,1,3,0,736240,736241,736033,2,3,0,0,0,0,0,1,0,1,5,109
938,1,40,3,0,0,2,0,736240,736241,736157,2,2,0,0,0,0,0,1,1,1,5,127
939,0,37,2,3,1,0,2,736243,736246,736194,2,2,0,0,1,0,2,2,1,1,30,220
940,0,41,1,1,2,3,2,736240,736242,736088,1,1,0,2,1,1,0,2,1,1,5,136
941,1,47,3,3,3,3,2,736240,736241,736205,2,3,1,2,0,0,0,0,1,0,0,100
942,0,19,2,3,0,0,1,736240,736244,736156,3,3,0,2,0,0,0,2,0,0,0,232
943,0,48,0,1,2,1,0,736240,736242,736093,2,1,0,1,1,1,0,1,1,1,10,109
944,0,26,3,1,2,2,0,736240,736241,736142,4,1,0,2,0,0,0,1,1,0,0,163
945,1,22,3,3,2,3,1,736240,736243,736034,2,3,0,0,0,0,0,2,1,0,0,216
946,0,45,3,3,2,0,0,736247,736248,736136,1,1,0,1,0,0,0,2,1,1,30,120
947,1,29,3,0,1,0,2,736247,736248,736220,2,2,0,0,0,0,2,2,1,1,20,220
948,0,38,2,0,2,0,0,736241,736242,736147,3,1,1,0,1,1,0,1,1,1,10,220
949,1,53,1,1,0,2,2,736272,736273,736270,1,1,1,1,1,1,0,2,1,1,20,124
950,1,52,1,0,0,2,1,736241,736243,736210,1,2,0,1,0,0,0,1,1,0,0,212
